Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
738,BBL,BHARAT BIJLEE LIMITED,"515,549.66"
739,DYNAMATECH,DYNAMATIC TECHNOLOGIES LIMITED,"511,743.40"
740,MASFIN,MAS FINANCIAL SERVICES LIMITED,"509,351.60"
741,HEIDELBERG,HEIDELBERGCEMENT INDIA LIMITED,"509,281.14"
742,ZAGGLE,ZAGGLE PREPAID OCEAN SERVICES LIMITED,"507,614.07"
743,HERITGFOOD,HERITAGE FOODS LIMITED,"506,683.10"
744,VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,"506,166.55"
745,KSCL,KAVERI SEED COMPANY LIMITED,"502,388.26"
746,TEAMLEASE,TEAMLEASE SERVICES LIMITED,"501,345.33"
747,CARTRADE,CARTRADE TECH LIMITED,"500,150.86"
748,RBA,RESTAURANT BRANDS ASIA LIMITED,"497,387.13"
749,NEOGEN,NEOGEN CHEMICALS LIMITED,"495,565.82"
750,SKIPPER,SKIPPER LIMITED,"492,019.06"
751,GANECOS,GANESHA ECOSPHERE LIMITED,"491,885.08"
752,VRLLOG,VRL LOGISTICS LIMITED,"491,717.79"
753,AWFIS,AWFIS SPACE SOLUTIONS LIMITED,"491,409.01"
754,BOROLTD,BOROSIL LIMITED,"488,117.04"
755,GOPAL,GOPAL SNACKS LIMITED,"486,050.99"
756,UTKARSHBNK,UTKARSH SMALL FINANCE BANK LIMITED,"485,998.92"
757,REFEX,REFEX INDUSTRIES LIMITED,"485,609.43"
758,E2E,E2E NETWORKS LIMITED,"485,122.31"
759,WONDERLA,WONDERLA HOLIDAYS LIMITED,"484,308.24"
760,ADVENZYMES,ADVANCED ENZYME TECHNOLOGIES LIMITED,"482,009.03"
761,BHARATRAS,BHARAT RASAYAN LIMITED,"480,492.42"
762,SHAILY,SHAILY ENGINEERING PLASTICS LIMITED,"480,290.25"
763,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LIMITED,"479,909.20"
764,UNICHEMLAB,UNICHEM LABORATORIES LIMITED,"477,825.11"
765,ORISSAMINE,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,"473,195.26"
766,PATELENG,PATEL ENGINEERING LIMITED,"472,748.76"
767,YATHARTH,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,"472,447.80"
768,HARSHA,HARSHA ENGINEERS INTERNATIONAL LIMITED,"472,042.73"
769,NOCIL,NOCIL LIMITED,"472,018.92"
770,GATEWAY,GATEWAY DISTRIPARKS LIMITED,"469,055.32"
771,ROSSARI,ROSSARI BIOTECH LIMITED,"468,970.68"
772,JAMNAAUTO,JAMNA AUTO INDUSTRIES LIMITED,"468,198.69"
773,SUPRIYA,SUPRIYA LIFESCIENCE LIMITED,"467,346.05"
774,AARTIDRUGS,AARTI DRUGS LIMITED,"463,534.23"
775,WEBELSOLAR,WEBSOL ENERGY SYSTEM LIMITED,"458,251.39"
776,JISLJALEQS,JAIN IRRIGATION SYSTEMS LIMITED,"457,757.93"
777,THYROCARE,THYROCARE TECHNOLOGIES LIMITED,"457,124.79"
778,PITTIENG,PITTI ENGINEERING LIMITED,"454,428.53"
779,PGIL,PEARL GLOBAL INDUSTRIES LIMITED,"453,567.39"
780,RAMKY,RAMKY INFRASTRUCTURE LIMITED,"453,024.21"
781,JTEKTINDIA,JTEKT INDIA LIMITED,"452,430.77"
782,STYRENIX,STYRENIX PERFORMANCE MATERIALS LIMITED,"452,320.63"
783,HIKAL,HIKAL LIMITED,"451,937.37"
784,UFLEX,UFLEX LIMITED,"451,757.35"
785,PARAS,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED,"450,994.67"
786,GREENPANEL,GREENPANEL INDUSTRIES LIMITED,"450,319.91"
787,SHANTIGEAR,SHANTHI GEARS LIMITED,"448,646.79"
788,SUBROS,SUBROS LIMITED,"448,633.24"
789,BOMDYEING,BOMBAY DYEING & MFG COMPANY LIMITED,"448,595.28"
790,EMSLIMITED,EMS LIMITED,"445,073.47"
791,INNOVACAP,INNOVA CAPTAB LIMITED,"444,785.53"
792,MOBIKWIK,ONE MOBIKWIK SYSTEMS LIMITED,"444,710.98"
793,SUNCLAY,SUNDARAM CLAYTON LIMITED,"443,701.59"
794,JAYNECOIND,JAYASWAL NECO INDUSTRIES LIMITED,"443,151.27"
795,GREENPLY,GREENPLY INDUSTRIES LIMITED,"439,480.43"
796,BALMLAWRIE,BALMER LAWRIE & COMPANY LIMITED,"437,807.71"
797,IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED,"435,795.01"
798,SEQUENT,SEQUENT SCIENTIFIC LIMITED,"434,874.17"
799,ORIANA,ORIANA POWER LIMITED,"432,232.43"
800,BANARISUG,BANNARI AMMAN SUGARS LIMITED,"430,248.95"
801,SAMHI,SAMHI HOTELS LIMITED,"427,574.67"
802,FEDFINA,FEDBANK FINANCIAL SERVICES LIMITED,"427,187.37"
803,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LIMITED,"425,580.37"
804,EXICOM,EXICOM TELE-SYSTEMS LIMITED,"424,941.69"
805,GREAVESCOT,GREAVES COTTON LIMITED,"424,720.61"
806,AVALON,AVALON TECHNOLOGIES LIMITED,"423,933.37"
807,LGBBROSLTD,LG BALAKRISHNAN & BROS LIMITED,"422,826.83"
808,MEDIASSIST,MEDI ASSIST HEALTHCARE SERVICES LIMITED,"422,666.46"
809,AVANTEL,AVANTEL LIMITED,"417,141.99"
810,SKYGOLD,SKY GOLD LIMITED,"414,293.47"
811,PFOCUS,PRIME FOCUS LIMITED,"414,182.01"
812,ISMTLTD,ISMT LIMITED             ,"413,483.89"
813,SUNFLAG,SUNFLAG IRON AND STEEL COMPANY LIMITED,"412,345.82"
814,FCL,FINEOTEX CHEMICAL LIMITED,"411,020.82"
815,MOREPENLAB,MOREPEN LABORATORIES LIMITED,"410,576.41"
816,NORTHARC,NORTHERN ARC CAPITAL LIMITED,"407,918.07"
817,VENUSPIPES,VENUS PIPES & TUBES LIMITED,"402,695.23"
818,V2RETAIL,V2 RETAIL LIMITED,"402,474.02"
819,GUFICBIO,GUFIC BIOSCIENCES LIMITED,"402,392.94"
820,JTLIND,JTL INDUSTRIES LIMITED,"401,178.92"
821,FIEMIND,FIEM INDUSTRIES LIMITED,"400,849.68"
822,CIGNITITEC,CIGNITI TECHNOLOGIES LIMITED,"400,604.68"
823,WSTCSTPAPR,WEST COAST PAPER MILLS LIMITED,"399,430.25"
824,IMFA,INDIAN METALS & FERRO ALLOYS LIMITED,"398,211.92"
825,TCIEXP,TCI EXPRESS LIMITED,"397,604.56"
826,KKCL,KEWAL KIRAN CLOTHING LIMITED,"395,299.15"
827,KPEL,K.P. ENERGY LIMITED,"392,653.51"
828,JSLL,JEENA SIKHO LIFECARE LIMITED,"392,006.62"
829,GOKULAGRO,GOKUL AGRO RESOURCES LIMITED,"390,281.11"
830,KRN,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,"389,487.22"
831,SOTL,SAVITA OIL TECHNOLOGIES LIMITED,"389,014.81"
832,SULA,SULA VINEYARDS LIMITED,"385,689.55"
833,JNKINDIA,JNK INDIA LIMITED,"385,445.00"
834,DCBBANK,DCB BANK LIMITED,"385,248.36"
835,DCXINDIA,DCX SYSTEMS LIMITED,"384,734.02"
836,VSTTILLERS,V.S.T TILLERS TRACTORS LIMITED,"383,952.42"
837,INDIAGLYCO,INDIA GLYCOLS LIMITED,"383,844.46"
838,KSL,KALYANI STEELS LIMITED,"383,249.62"
839,DHANI,DHANI SERVICES LIMITED,"382,485.36"
840,KDDL,KDDL LIMITED,"381,634.36"
841,SPANDANA,SPANDANA SPHOORTY FINANCIAL LIMITED,"380,061.79"
842,VEEDOL,VEEDOL CORPORATION LIMITED,"378,384.91"
843,SEPC,SEPC LIMITED,"377,846.49"
844,ARTEMISMED,ARTEMIS MEDICARE SERVICES LIMITED,"377,402.86"
845,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LIMITED,"376,534.54"
846,POLYPLEX,POLYPLEX CORPORATION LIMITED,"374,862.50"
847,SWARAJENG,SWARAJ ENGINES LIMITED,"373,570.22"
848,HONDAPOWER,HONDA INDIA POWER PRODUCTS LIMITED,"372,974.33"
849,KINGFA,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,"372,747.78"
850,LAOPALA,LA OPALA RG LIMITED,"372,379.01"
851,ARVSMART,ARVIND SMARTSPACES LIMITED,"371,369.50"
852,PARKHOTELS,APEEJAY SURRENDRA PARK HOTELS LIMITED,"369,343.88"
853,MUTHOOTMF,MUTHOOT MICROFIN LIMITED,"368,905.02"
854,HGS,HINDUJA GLOBAL SOLUTIONS LIMITED,"368,578.00"
855,STYLAMIND,STYLAM INDUSTRIES LIMITED,"366,365.20"
856,HMT,HMT LIMITED,"364,661.16"
857,MPSLTD,MPS LIMITED,"364,082.63"
858,INDRAMEDCO,INDRAPRASTHA MEDICAL CORPORATION LIMITED,"363,897.36"
859,RPGLIFE,RPG LIFE SCIENCES LIMITED,"363,584.12"
860,SANGHVIMOV,SANGHVI MOVERS LIMITED,"362,248.41"
861,CARRARO,CARRARO INDIA LIMITED,"362,101.66"
862,BEPL,BHANSALI ENGINEERING POLYMERS LIMITED,"361,812.15"
863,JINDALPOLY,JINDAL POLY FILMS LIMITED,"361,685.50"
864,DATAMATICS,DATAMATICS GLOBAL SERVICES LIMITED,"360,315.75"
865,HPL,HPL ELECTRIC & POWER LIMITED,"359,999.54"
866,DALMIASUG,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,"359,183.57"
867,ALEMBICLTD,ALEMBIC LIMITED,"358,960.82"
868,SCILAL,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,"358,432.71"
869,HATHWAY,HATHWAY CABLE & DATACOM LIMITED,"357,895.46"
870,TCNSBRANDS,TCNS CLOTHING CO. LIMITED,"357,021.70"
871,CARERATING,CARE RATINGS LIMITED,"354,036.59"
872,SHK,S H KELKAR AND COMPANY LIMITED,"352,870.44"
873,SBCL,SHIVALIK BIMETAL CONTROLS LIMITED,"351,672.73"
874,MTNL,MAHANAGAR TELEPHONE NIGAM LIMITED,"350,184.00"
875,SEAMECLTD,SEAMEC LIMITED,"349,551.27"
876,INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,"349,245.71"
877,SERVOTECH,SERVOTECH POWER SYSTEMS LIMITED,"348,747.57"
878,ASHIANA,ASHIANA HOUSING LIMITED,"345,208.74"
879,SANDHAR,SANDHAR TECHNOLOGIES LIMITED,"344,023.34"
880,GIPCL,GUJARAT INDUSTRIES POWER COMPANY LIMITED,"342,490.43"
881,DPABHUSHAN,D. P. ABHUSHAN LIMITED,"342,348.25"
882,EPACK,EPACK DURABLE LIMITED,"342,070.72"
883,SINDHUTRAD,SINDHU TRADE LINKS LIMITED,"341,124.82"
884,BAJAJCON,BAJAJ CONSUMER CARE LIMITED,"340,552.99"
885,SSWL,STEEL STRIPS WHEELS LIMITED,"338,623.97"
886,QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITED,"338,255.88"
887,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LIMITED,"337,699.10"
888,DELTACORP,DELTA CORP LIMITED,"336,581.26"
889,NAVNETEDUL,NAVNEET EDUCATION LIMITED,"336,175.05"
890,TIRUMALCHM,THIRUMALAI CHEMICALS LIMITED,"336,118.66"
891,BFUTILITIE,BF UTILITIES LIMITED,"333,313.81"
892,MAHLOG,MAHINDRA LOGISTICS LIMITED,"331,288.90"
893,RPSGVENT,RPSG VENTURES LIMITED,"331,019.15"
894,GENSOL,GENSOL ENGINEERING LIMITED,"330,859.86"
895,GOLDIAM,GOLDIAM INTERNATIONAL LIMITED,"330,838.32"
896,VPRPL,VISHNU PRAKASH R PUNGLIA LIMITED,"328,857.56"
897,MARINE,MARINE ELECTRICALS (INDIA) LIMITED,"326,992.62"
898,PRAKASH,PRAKASH INDUSTRIES LIMITED,"325,112.99"
899,GEOJITFSL,GEOJIT FINANCIAL SERVICES LIMITED,"324,903.46"
900,GOODLUCK,GOODLUCK INDIA LIMITED,"324,541.03"
901,MAITHANALL,MAITHAN ALLOYS LIMITED,"323,735.34"
902,KITEX,KITEX GARMENTS LIMITED,"322,758.17"
903,SJS,S.J.S. ENTERPRISES LIMITED,"321,052.15"
904,PRECWIRE,PRECISION WIRES INDIA LIMITED,"320,737.57"
905,GTLINFRA,GTL INFRASTRUCTURE LIMITED,"318,783.35"
906,DCAL,DISHMAN CARBOGEN AMCIS LIMITED,"317,486.14"
907,FLAIR,FLAIR WRITING INDUSTRIES LIMITED,"316,640.76"
908,SANATHAN,SANATHAN TEXTILES LIMITED,"315,839.99"
909,TVSSRICHAK,TVS SRICHAKRA LIMITED,"314,478.42"
910,PFS,PTC INDIA FINANCIAL SERVICES LIMITED,"314,082.16"
911,SAKSOFT,SAKSOFT LIMITED,"313,892.30"
912,APOLLO,APOLLO MICRO SYSTEMS LIMITED,"313,822.41"
913,CAPACITE,CAPACITE INFRAPROJECTS LIMITED,"313,490.88"
914,REPCOHOME,REPCO HOME FINANCE LIMITED,"313,301.59"
915,MARATHON,MARATHON NEXTGEN REALTY LIMITED,"310,349.98"
916,INDOCO,INDOCO REMEDIES LIMITED,"309,881.46"
917,BAJEL,BAJEL PROJECTS LIMITED,"308,911.05"
918,KCP,KCP LIMITED,"308,346.67"
919,SURAJEST,SURAJ ESTATE DEVELOPERS LIMITED,"308,328.73"
920,ASHAPURMIN,ASHAPURA MINECHEM LIMITED,"307,096.04"
921,WENDT,WENDT (INDIA) LIMITED,"307,018.79"
922,GENESYS,GENESYS INTERNATIONAL CORPORATION LIMITED,"306,845.03"
923,JASH,JASH ENGINEERING LIMITED,"304,329.87"
924,POKARNA,POKARNA LIMITED,"303,436.89"
925,ADFFOODS,ADF FOODS LIMITED,"303,290.75"
926,EVEREADY,EVEREADY INDUSTRIES INDIA LIMITED,"302,875.99"
927,SALASAR,SALASAR TECHNO ENGINEERING LIMITED,"301,419.75"
928,FINOPB,FINO PAYMENTS BANK LIMITED,"301,063.73"
929,SAGCEM,SAGAR CEMENTS LIMITED,"299,707.01"
930,NSIL,NALWA SONS INVESTMENTS LIMITED,"299,377.36"
931,TASTYBITE,TASTY BITE EATABLES LIMITED,"298,191.31"
932,RPEL,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,"297,427.56"
933,HINDOILEXP,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,"297,397.48"
934,SUVEN,SUVEN LIFE SCIENCES LIMITED,"297,241.75"
935,KOLTEPATIL,KOLTE - PATIL DEVELOPERS LIMITED,"296,689.85"
936,PREMEXPLN,PREMIER EXPLOSIVES LIMITED,"296,673.26"
937,SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,"293,065.50"
938,NRBBEARING,NRB BEARING LIMITED,"292,799.71"
939,DOLLAR,DOLLAR INDUSTRIES LIMITED,"292,318.03"
940,ORIENTHOT,ORIENTAL HOTELS LIMITED,"291,717.66"
941,SOMANYCERA,SOMANY CERAMICS LIMITED,"291,715.58"
942,IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED,"291,433.07"
943,FOSECOIND,FOSECO INDIA LIMITED,"291,417.49"
944,VADILALIND,VADILAL INDUSTRIES LIMITED,"291,275.80"
945,AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,"291,262.46"
946,HITECH,HI-TECH PIPES LIMITED,"289,724.11"
947,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,"287,666.58"
948,GLOBUSSPR,GLOBUS SPIRITS LIMITED,"284,669.66"
949,GEPIL,GE POWER INDIA LIMITED,"284,314.85"
950,TCPLPACK,TCPL PACKAGING LIMITED,"283,976.01"
951,NILKAMAL,NILKAMAL LIMITED,"283,462.72"
952,ARKADE,ARKADE DEVELOPERS LIMITED,"283,112.91"
953,SUMMITSEC,SUMMIT SECURITIES LIMITED,"282,976.19"
954,RAJRATAN,RAJRATAN GLOBAL WIRE LIMITED,"282,312.95"
955,DREDGECORP,DREDGING CORPORATION OF INDIA LIMITED,"281,923.44"
956,STANLEY,STANLEY LIFESTYLES LIMITED,"281,334.29"
957,VISHNU,VISHNU CHEMICALS LIMITED,"281,153.27"
958,FUSION,FUSION FINANCE LIMITED,"280,846.00"
959,THEJO,THEJO ENGINEERING LIMITED,"280,718.61"
960,SHALBY,SHALBY LIMITED,"279,756.11"
961,DEEPINDS,DEEP INDUSTRIES LIMITED,"277,147.68"
962,VENKEYS,VENKY'S (INDIA) LIMITED,"277,131.92"
963,HLEGLAS,HLE GLASCOAT LIMITED,"276,865.28"
964,KICL,KALYANI INVESTMENT COMPANY LIMITED,"276,151.72"
965,DAMCAPITAL,DAM CAPITAL ADVISORS LIMITED,"275,239.50"
966,VINDHYATEL,VINDHYA TELELINKS LIMITED,"273,257.81"
967,FILATEX,FILATEX INDIA LIMITED,"272,791.12"
968,SIYSIL,SIYARAM SILK MILLS LIMITED,"272,495.81"
969,MONARCH,MONARCH NETWORTH CAPITAL LIMITED,"270,421.02"
970,MAYURUNIQ,MAYUR UNIQUOTERS LIMITED,"270,114.31"
971,MMFL,MM FORGINGS LIMITED,"269,519.77"
972,UNITECH,UNITECH LIMITED,"268,837.39"
973,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,"268,426.53"
974,RANEHOLDIN,RANE HOLDINGS LIMITED,"267,734.30"
975,SMLISUZU,SML ISUZU LIMITED,"267,567.58"
976,VAKRANGEE,VAKRANGEE LIMITED,"267,165.87"
977,SASKEN,SASKEN TECHNOLOGIES LIMITED,"266,168.27"
978,KALAMANDIR,SAI SILKS (KALAMANDIR) LIMITED,"264,480.47"
979,RPTECH,RASHI PERIPHERALS LIMITED,"263,317.54"
980,HINDWAREAP,HINDWARE HOME INNOVATION LIMITED,"262,816.19"
981,PSPPROJECT,PSP PROJECTS LIMITED,"262,535.31"
982,KRSNAA,KRSNAA DIAGNOSTICS LIMITED,"261,798.99"
983,CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,"261,275.68"
984,XPROINDIA,XPRO INDIA LIMITED,"260,951.75"
985,LANDMARK,LANDMARK CARS LIMITED,"260,265.22"
986,SENORES,SENORES PHARMACEUTICALS LIMITED,"259,201.11"
987,STYLEBAAZA,BAAZAR STYLE RETAIL LIMITED,"259,010.06"
988,STOVEKRAFT,STOVE KRAFT LIMITED,"258,242.71"
989,SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,"258,195.84"
990,DCW,DCW LIMITED,"257,695.39"
991,SABTNL,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,"256,995.87"
992,JYOTISTRUC,JYOTI STRUCTURES LIMITED,"254,698.87"
993,ACCELYA,ACCELYA SOLUTIONS INDIA LIMITED,"253,325.18"
994,EIHAHOTELS,EIH ASSOCIATED HOTELS LIMITED,"251,633.52"
995,PENIND,PENNAR INDUSTRIES LIMITED,"251,478.30"
996,SMSPHARMA,SMS PHARMACEUTICALS LIMITED,"249,384.01"
997,DOLATALGO,DOLAT ALGOTECH LIMITED,"249,011.37"
998,DISHTV,DISH TV INDIA LIMITED,"248,585.64"
999,MANGLMCEM,MANGALAM CEMENT LIMITED,"248,556.81"
1000,BFINVEST,BF INVESTMENT LIMITED,"248,209.19"
1001,PRECAM,PRECISION CAMSHAFTS LIMITED,"247,748.76"
1002,IOLCP,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,"247,712.76"
1003,INTERARCH,INTERARCH BUILDING PRODUCTS LIMITED,"247,582.29"
1004,MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,"246,948.67"
1005,RAMRAT,RAM RATNA WIRES LIMITED,"246,908.62"
1006,JUBLINDS,JUBILANT INDUSTRIES LIMITED,"246,583.77"
1007,LUMAXIND,LUMAX INDUSTRIES LIMITED,"246,320.94"
1008,INDIANHUME,INDIAN HUME PIPE COMPANY LIMITED,"245,117.20"
1009,MANINDS,MAN INDUSTRIES (INDIA) LIMITED,"244,860.59"
1010,UDS,UPDATER SERVICES LIMITED,"244,427.95"
1011,INSECTICID,INSECTICIDES (INDIA) LIMITED,"241,260.49"
1012,MOL,MEGHMANI ORGANICS LIMITED,"241,148.81"
1013,THEMISMED,THEMIS MEDICARE LIMITED,"240,956.72"
1014,DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,"240,771.69"
1015,PIXTRANS,PIX TRANSMISSIONS LIMITED,"240,752.47"
1016,ECOSMOBLTY,ECOS (INDIA) MOBILITY & HOSPITALITY LIMITED,"240,459.63"
1017,PARACABLES,PARAMOUNT COMMUNICATIONS LIMITED,"240,236.03"
1018,ESAFSFB,ESAF SMALL FINANCE BANK LIMITED,"239,401.53"
1019,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,"239,193.10"
1020,INDOTECH,INDO TECH TRANSFORMERS LIMITED,"238,903.31"
1021,TARSONS,TARSONS PRODUCTS LIMITED,"237,761.98"
1022,DEN,DEN NETWORKS LIMITED,"237,374.55"
1023,KMEW,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,"237,340.30"
1024,HMAAGRO,HMA AGRO INDUSTRIES LIMITED,"237,242.46"
1025,PANAMAPET,PANAMA PETROCHEM LIMITED,"237,089.77"
1026,NELCO,NELCO LIMITED,"236,626.54"
1027,AEROFLEX,AEROFLEX INDUSTRIES LIMITED,"236,361.30"
1028,MOTISONS,MOTISONS JEWELLERS LIMITED,"235,969.44"
1029,PARAGMILK,PARAG MILK FOODS LIMITED,"235,556.10"
1030,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,"235,454.82"
1031,VIDHIING,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,"234,989.44"
1032,IPL,INDIA PESTICIDES LIMITED,"234,141.49"
1033,OWAIS,OWAIS METAL AND MINERAL PROCESSING LIMITED,"232,637.29"
1034,NITINSPIN,NITIN SPINNERS LIMITED,"232,444.49"
1035,APOLLOPIPE,APOLLO PIPES LIMITED,"231,053.98"
1036,63MOONS,63 MOONS TECHNOLOGIES LIMITED,"230,923.32"
1037,DIAMONDYD,PRATAAP SNACKS LIMITED,"230,886.52"
1038,AXISCADES,AXISCADES TECHNOLOGIES LIMITED,"230,579.79"
1039,UGROCAP,UGRO CAPITAL LIMITED,"230,251.08"
1040,SANSTAR,SANSTAR LIMITED,"229,274.07"
1041,ASTEC,ASTEC LIFESCIENCES LIMITED,"228,877.61"
1042,RUPA,RUPA & COMPANY LIMITED,"227,297.29"
1043,CUPID,CUPID LIMITED,"226,993.38"
1044,UNIVCABLES,UNIVERSAL CABLES LIMITED,"225,784.08"
1045,TATVA,TATVA CHINTAN PHARMA CHEM LIMITED,"225,676.99"
1046,SPAL,S. P. APPARELS LIMITED,"225,317.01"
1047,CENTUM,CENTUM ELECTRONICS LIMITED,"224,512.27"
1048,CARYSIL,CARYSIL LIMITED,"224,269.31"
1049,BARBEQUE,BARBEQUE NATION HOSPITALITY LIMITED,"224,147.53"
1050,VSSL,VARDHMAN SPECIAL STEELS LIMITED,"224,104.21"
1051,GREENPOWER,ORIENT GREEN POWER COMPANY LIMITED,"223,209.02"
1052,RAMCOIND,RAMCO INDUSTRIES LIMITED,"222,938.14"
1053,TIL,TIL LIMITED,"222,610.76"
1054,MUKANDLTD,MUKAND LIMITED,"222,255.16"
1055,JITFINFRA,JITF INFRALOGISTICS LIMITED,"221,570.84"
1056,SANGHIIND,SANGHI INDUSTRIES LIMITED,"221,011.42"
1057,NIITLTD,NIIT LIMITED,"220,879.27"
1058,TTKHLTCARE,TTK HEALTHCARE LIMITED,"220,241.65"
1059,AHL,ABANS HOLDINGS LIMITED,"219,783.25"
1060,IKIO,IKIO LIGHTING LIMITED,"219,683.89"
1061,POCL,PONDY OXIDES & CHEMICALS LIMITED,"219,293.42"
1062,OMAXE,OMAXE LIMITED,"219,177.70"
1063,PNBGILTS,PNB GILTS LIMITED,"219,084.19"
1064,KIRIINDUS,KIRI INDUSTRIES LIMITED,"218,886.21"
1065,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMITED,"218,851.28"
1066,AMRUTANJAN,AMRUTANJAN HEALTH CARE LIMITED,"218,684.36"
1067,KODYTECH,KODY TECHNOLAB LIMITED,"218,618.23"
1068,YASHO,YASHO INDUSTRIES LIMITED,"217,577.57"
1069,ATFL,AGRO TECH FOODS LIMITED,"216,796.90"
1070,COSMOFIRST,COSMO FIRST LIMITED,"216,672.33"
1071,APCOTEXIND,APCOTEX INDUSTRIES LIMITED,"216,663.59"
1072,SDBL,SOM DISTILLERIES & BREWERIES LIMITED,"214,003.28"
1073,HESTERBIO,HESTER BIOSCIENCES LIMITED,"213,662.81"
1074,GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,"212,902.28"
1075,IGARASHI,IGARASHI MOTORS INDIA LIMITED,"211,171.72"
1076,ALPEXSOLAR,ALPEX SOLAR LIMITED,"210,729.18"
1077,HUBTOWN,HUBTOWN LIMITED,"210,536.32"
1078,PLATIND,PLATINUM INDUSTRIES LIMITED,"210,448.31"
1079,ANDHRAPAP,ANDHRA PAPER LIMITED,"210,316.75"
1080,CANTABIL,CANTABIL RETAIL INDIA LIMITED,"210,261.72"
1081,GOCLCORP,GOCL CORPORATION LIMITED,"210,191.49"
1082,SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED,"210,116.75"
1083,UNIPARTS,UNIPARTS INDIA LIMITED,"209,633.95"
1084,SBGLP,SURATWWALA BUSINESS GROUP LIMITED,"209,616.57"
1085,NAVKARCORP,NAVKAR CORPORATION LIMITED,"209,573.11"
1086,HIL,HIL LIMITED,"209,290.47"
1087,SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,"208,640.42"
1088,BLKASHYAP,B. L. KASHYAP AND SONS LIMITED,"208,240.72"
1089,DLINKINDIA,D-LINK (INDIA) LIMITED,"208,139.86"
1090,SATIN,SATIN CREDITCARE NETWORK LIMITED,"207,973.43"
1091,IFGLEXPOR,IFGL REFRACTORIES LIMITED,"207,453.86"
1092,EKC,EVEREST KANTO CYLINDER LIMITED,"207,345.37"
1093,ALICON,ALICON CASTALLOY LIMITED,"206,632.23"
1094,SANGAMIND,SANGAM (INDIA) LIMITED,"205,211.33"
1095,TAJGVK,TAJ GVK HOTELS & RESORTS LIMITED,"205,046.58"
1096,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED,"204,702.79"
1097,UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED,"204,600.27"
1098,MICEL,MIC ELECTRONICS LIMITED,"204,086.17"
1099,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,"203,696.14"
1100,BLSE,BLS E-SERVICES LIMITED,"203,476.42"
1101,VERANDA,VERANDA LEARNING SOLUTIONS LIMITED,"199,868.41"
1102,AWHCL,ANTONY WASTE HANDLING CELL LIMITED,"199,791.74"
1103,JAGRAN,JAGRAN PRAKASHAN LIMITED,"199,473.75"
1104,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIMITED,"197,427.96"
1105,JINDRILL,JINDAL DRILLING AND INDUSTRIES LIMITED,"195,292.16"
1106,HARIOMPIPE,HARIOM PIPE INDUSTRIES LIMITED,"195,153.47"
1107,MBAPL,MADHYA BHARAT AGRO PRODUCTS LIMITED,"194,570.33"
1108,YATRA,YATRA ONLINE LIMITED,"194,334.60"
1109,SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED,"194,255.58"
1110,VERTOZ,VERTOZ LIMITED,"191,917.50"
1111,MASTERTR,MASTER TRUST LIMITED,"191,320.66"
1112,WINDLAS,WINDLAS BIOTECH LIMITED,"190,028.03"
